dataset;session;speaker;utterance
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;[or-] wherever [yeah] yeah quantity quantity
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;like that? (laughs) or it could be eh how to communicate it, eh
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;anything
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;think-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;campaigns [it could be- it could be kits] like combined the different accessories combined in a (.) spring campaign kit or like single products or (.) services, whatever
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;how to sell it [how to communicate it]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;yeah whatever [is the word]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;[quantity]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"eh we have singled it in to that our theme needs to be in the realm of kind of ""good life"" and ""good life"" mostly because we wanna come from a more emotional angle instead of coming from a very practical angle which most accessories is right now"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;"yeah and maybe we should add that actually from the first research we came out with ""health"" as one of the  themes and we wanted to continue with health, but health is a little bit to narrow for us. We wanted it to embrace also environmental issues, more wellbeing, a lot of things (.) more than just like the typical traditional perception of what health is, so we tried to look for a different word for health that could be an umbrella for more than just the traditional perception of health. which lead us to the word ""good life""."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah and we are of course looking for enablers that enables a good life for the Chinese premium consumer (.) and our consumer is kind of like us, so young, progressive (laughs), young, progressive, and
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;bearded (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"bearded, filthy rich (laughs) filthy rich (laughs) and eh these are people who has grown up in a China ah without any scarcity, they you know they are probably the last generation that somewhat can remember a China that was closed but like as we move forward in this it will be a thing of the past. They are fairly international, they are Taiwan people, Shanghai, Beijing, Shenzhen and so on, they mostly own or are co-owner in some sort of company eh they have several cars and they are definitely eh you know purchasing premium products. eh, but they are much more sceptical than their parents generation, which is basically just like ""ah if it's from the west it's gold or whatever, I'll take it"" our-"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;and they are also super (.) eh opportunistic so also to be able to break free of the, the their parents way of living. They really go for every opportunity to earn-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;differentiate
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;extra money, to be able to differentiate them selves or built up their living standards
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;mmh that's a little bit about the people and the theme. Now we can talk a little bit about some of the sub themes that we were focusing on. There's hundreds of these, we are- have chosen the one that make sense for THE COMPANY and THE COMPANY's brand value in regards to caring and safety and so on for having integrity th-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;that the Chinese don't know about, right?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;correct (.) they know about safety, but in a very practical form, but they don't know so much about what it actually means that when I'm in THE COMPANY PRODUCT then I'm in the safety bubble eh but I'm still- as long as I'm in the car I can still hold my baby like this and they think that they are safe of- and you remember that from some of  the research
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"""One of the main s- cultural backdrops eh we have seen, eh is what we call """"progress together"""" and """"progress together"""" is (.) kind deeply rooted in Chinese Confusism  eh one of the good quotes is here is that the core value of many of Chinese is """"an individual does not work to accumulate wealth for himself but rather for his family and for his community"""" (.) that's a core value that they have. It's kind of on the coalition course of the individualistic approach that we- they have inherited from the Western way (.) but """"progress together"""" is still- is really valid especially within their mind-set you know """"if I make a lot of money, is not good news to spend it all on myself and do openly things for myself. I am- it is expected from me, from society to reinvest time and money directly and indirectly in the society again"""" but society could only me your local community, of course your family and that, but also a couple of (suburbs?) out side, your neigbourgh for example (.) and a lot of the people, mostly the people we. spoke- speak to, they have the resources and the time to actually invest back in society. So """"progress together"""" is about you know that, it's not all about your self, it's about others as well and we think like this in Scandinavia of course and the Western world in general, but in China this is much more deeply embedded and very much expected by society as well. """
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;"I think- I think it's (.) in many cases it's not something that you see directly. It's not like everybody needs to invest into their neighbors and their community. It's more like a very basic way of thinking that (.) how can you say (.) build up all the other things .so they feel like they are part of everything. they are a part of the people around them, they are a part of nature, they are a part of every thing, so everything, the whole universe is just network of all the elements in the world. and that is kind of the basic thoughts  of ""progress together"". And then you can say ""progress together"" is maybe one way it can manifest, but it can - it can come to live in all these themes or cultural backdrops or whatever it is. So it's - I think it's sometimes really hard actually to see this because it's hidden behind all the other themes or activities or whatever they are doing."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;hem (.) one of the good examples here, not to do a too long of this one, is here is, if you come a little closer here, you can-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;I think we should-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;eh that we will not
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;You, because [we have]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;[we would go closer]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;[please] stay where you are
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;and actually I think we should discuss if we need to go through all the- [because I was thinking we shouldn't go through all the backdrops]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;[exactly we- (.) no (.) no, no]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"you wanna talk about ""evolving status symbols"" example? You wanna go straight to this one?"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;"I think ""conscious commitment"" is important-[""evolving status symbol's is important]"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;"[a few words about] ""conscious commitment"" and then move to eh eh the ""opportunity areas"""
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah let's do that
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;It's exactly the same in (INAUDIBLE) (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;so don't come any closer (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"""conscious commitment"" is eh previously know- and had a really nice working title, which was ""sexy commitment"" and know"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;Actually that from Kenny's table
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"yeah yeah and true and ""conscious commitment"""
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;it was something else (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"eh ""sexy commitment"" or ""conscious commitment"" is about this dual effect eh of being really dedicated to eh a more eh collectivisms value that you are reinvesting in society and doing the right thing, bot only for you, your family, but also other people eh but you are as a return, as you do this, you get social recognition that would elevate your status, this comes to life in the sense that you are now, suddenly you're having questions around ""where does the you know the food that I eat, where does that come from?"" ""what do they feed the chicken and the pig that I eat"" and then even further ""what about the people that take care of the the pig eh that I eat"" and so on. So probably, it suddenly becomes much more kind of triple bottom line thinking that it has ever been before, and your investment there, and the values that you are suddenly advertised to that or admit, will eh come back to you in the form of social recognition and social elevation."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;and you have that thought when you are doing it as well
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;you know that this is something that you will get recognition for
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;okay
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;so it is not just because you are- have a really big heart, and just the-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;Tree hugger type of [approach]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;[exactly] is- it is because you you know that this is actually something that you can use eh to brand your self on afterwards
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;"so this is an ""evolving status symbol"""
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"it's definitely an ""evolving status symbol"" and it's used to differentiate themselves in from their parents and from their other peers- you know you can wear a Rolex, you can wear gold and diamonds and have a fantastic amazing car, but now everyone can have that almost. how do you then differentiate your self? yeah you need to come up to a much more sophisticated level of what value is and suddenly value become something that is about giving back to society and making sure that everyone in the eh the value chain is treated fairly and so on. A very sophisticated way of thinking"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;that requires more than just money- it requires knowledge, awareness eh time, investment- a lot of things, so it becomes a much more complicated- [complex chain]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;[and it's] it's very sexy subtle, so and you can't mention it your self, so it's something [that you]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;[yeah that's] what I was thinking
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;yes it can be too explicit
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yeah exactly
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah yeah the second you mention it, it collapses
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;exactly
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"so your motivation truly has to be that you really want to do this because of you believe in it, but you are a conscious enough to know that if I play my cards right and really  believe in it and I really sincerely do it, I will real the benefits of what that means. so that's why it's called ""conscious commitment"". and you can say there it starts here with hard work, you get money, you get time, you get awareness and so on, and then suddenly it splits out in to too, so the actions you do here, which you are committed to a cause to talk of bottom line, repays you in value recognition and social elevation and something of eh stuff"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;and is there no links to where you come from? Because I imagine a lot of people move into the cities and it is then pay a tribute to the small city or (INAUDIBLE)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;for example. You can go buy- you live in Shanghai and you came from this little city. You go back there, invest time, building their schools, and building their roads and stuff like that-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;but it could also be in just you own neighborhood or (.) sorting waste eh very concrete. So (..) it can be small things and it could be eh giving a lot of money to rebuild eh whatever eh I don't know what it could be actually! But, yeah (.) but it could be just within your small community or going back to your eh village
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"or even totally disconnected. Like I don't know the people that makes the farm, that my- the pig is living on that I'm eating, but it is important for me that no one is suffering. Like ""I enjoy this pig, but the person hurting that pig should not be suffering, so I can enjoy it"", It's kind of that whole thing. and that says something about you. And that is the value that they want to emit, and what differentiate them from their friends that has this same possibilities, but he just buys Rolex's for himself. cause that also says something about him."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;I think also the- the the recognition that you get is also a confirmation that you are climbing up the social latter because in order for them to recognize you then they must have the same level of sophistication and intellect to  to understand the values that you have
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;exactly
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;so so when they recognize you it a confirmation that you are actually climbing up the social latter at the same time
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;mmh this is one of the challenges for THE COMPANY. A lot of these values are already incorporated into the way THE COMPANY thinks and operates, however we do leverage it in a way that for these people to see. So we can say we have a communication and a brand level challenge there, to actually promote this
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;mmh
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;And now we have ten minutes left so we- yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;maybe we just need [to go straight into the thing] opportunity areas
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yeah [I think we need to go] yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;we can aim for quarter of two then maybe
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah okay let's do that
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;sure
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"ehm ""health as the enabler"" this is a classic one. We have been working on that in one form or another way back into the commutes stuff and it has to do with- fundamentally in China, Health is something that is supporting everything. Your health, mental and physical and all ying yang is a balance that everyone is living upon. You can see it as kind of this balance thing This is health and you have work and family or community here and you kind of- you need to balance it on that, but health is the one that makes both of these things."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;And they really believe that if they don't have a good health then they will not reach their goal in life
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;okay
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;"so it is- I mean they are really focusing in on- ""I really need my health other vise I don't have anything, and I will not be able to achieve anything, I will not be able to enjoy my life, I will not be able to take care of my family"" all the things that, that's actually important for them will not- they will not be able to do that if they don't have a good health, so they take of them self, eating right, exercising a little bit, doing all these eh not super much, but [in a way]"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;[In our] in our eyes sometimes it's really weird to look at the stuff they do, but in their eyes it's the right thing. Drinking warm water  in the winter. Drinking this thing here, and this thing there like it all goes into the health thing.
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;mmm
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"Ehm (.) moving over here to ""in control and self-reliant"" eh that is connected to of course that they (.) they need to be eh they don't have the same state system as we have, so no one will take of them unless they themselves take responsibility for it. So the self-reliant part is that you know everything- when shit hits the fan in the very end it is only me I can rely on. So they want to ""control the controllable"" meaning that they can take control of se- things they really can control, but stuff like traffic jams and the weather and stuff like that, they can't do anything with it, it's just the way it is."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;So don't waste you time
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;Don't waster your time
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;worrying about it concerning that
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;exactly
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;"just leave it, put it away,"" I don't mind"""
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;So here [for example]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;"[for example] food safety why- which was a really big issue, something that they actually can do something about. They can make sure that ""okay"" the food that they are buying is safe for them to eat and they can even start to trace it back to see ""okay it was actually this pig"" or ""it was the- these rice, from this rice field that I am now eating and I know that the water, or the food the pig ate or something like that, is actually safe, which means that this is okay to be- to give to my family"""
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;did you have a lot of information about pigs?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;I was thinking the same thing (laughs) we can maybe picky back on
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;Arh yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;May I sit down?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;Yes you may
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah also you
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;Yes you may as well (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"So ""endure and enjoy"" eh is something we we- before this one used to be named ""endure now, benefit later"", but now we renamed to ""endure and enjoy"" and this is connected to how (.) it's kind of their work morale, how they see the different life- how they work, so these people are in a stage now where they know ""okay, I need to work really hard now (.) probably have kids, but that my kids are being taken care of by my grandparents and I can really push it now, workwise. So I am enduring now"". and before we've had a feeling that ah it's ""ah then I can benefit later"", ""then I would retire as fifty or forty-five or whatever. I retire and I will live like a king for the rest of my life"", however that was in (Chinese City from Phase I), this is maybe a taboo , a  (Chinese City from Phase I) silicon valley thinking, but after going to CHINESE CITY (.) we do know that ""yes"" they also would like to enjoy now, so but maybe not"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;very much like the Western
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"very much like the Western, but still a bit, other things also that they are still Chinese eh but they are looking for what we have called eh ""pockets of enjoyment"" for example. So they are looking for- it could be everything from micropause to a full day or even a vacation, so  they are working really hard, but then of course they will take vacation just for a fact as well so kind of more like a Western approach"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;mmm I think the grand plan is still the same. They don't have the same social security system, so they still need to accumulate this- this eh wealth so they can retire at some point maybe not fifty maybe sixty, I don't know, but eh at some point they need to retire and they need to have enough money to retire and to support their family at the same time
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;so the goal is still the same, but I think it's more a (Chinese City from Phase I) specific thing that they will maybe sacrifice a little more, work a little bit harder eh and especially sacrifice maybe some of the enjoyments, where I think, especially in CHINISE CITY we saw that they don't sacrifice the same about of enjoyment. They want to have those eh little pockets of enjoyment and maybe now and then
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;and much more extended that in (Chinese City from Phase I)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"yeah so you can say that their investment in their kids is also an investment in them, because they know when they are old it's the kids that will take care of them, if they didn't have a good enough education eh they will not be able to reel in the money that will take care of them and so on and so on. In the Western world however we typically say we typically want to love what we do . ""This is what I want to do- is my life goals and my work goals are kind of merged in a way"". Where here is much more rational in a way."" I can make money here here and here, and then I make I don't necessary enjoy it too much, but it makes sense money wise or carrier wise. And then I can retire. And then I can enjoy it"". Where here ""we want to work until we are eighty"" but they don't want to work until they are eighty unless like, maybe their fifty or something like that."
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;mmm
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;mmh yes maybe that's it?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah (.) so thinking of that and thinking of (.) yeah whatever ideas we can come up with. And we have been focusing on both how to sell, so the sales channels, we been focusing on how to communicate, what to communicate, and of course product and services that can fit in to it. And remember that Accessory right now typical sells the the classic accessories like roof boxes and (.) roofs rails and bike racks and (.) also lifestyle products like bags with THE COMPANY logo or some
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;key chains
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah this is totally okay, everyone is doing it, but why should they by THE COMPANY ,there is no reason for it as of right now. Could there be other products? Or ways to do it? Or how can we make that happen? How can we (.) how can we sell other stuff that just cars?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;Or yeah or - and if you can't come up with anything related to this, if you had had any experiences eh in your own everyday life where you thought of something that you really needed just- whatever idea comes up- just-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;yeah I have many bad ideas
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;as they would [say in THE COMPANY] think out of the box
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;[many bad ideas]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;or to a slightly larger box (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;it should fit a little bit better
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;oh eh yeah ehm
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;Let's spend maybe five minutes individually and then we start eh kind of a posting it up and maybe more ideas, we could do that
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;and if you have any questions yeah-
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;it's
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;(opens a window)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;I can only think of like air conditioning accessories
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yes (laughs) exactly
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;And we are specifically talking about accessories made from pigs or part of pigs (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;[pigs are very important]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;[or people that take care of pigs]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;yes no people work
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;yeah yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;that is also our conclusion
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;and feel free to ehm explore if you feel that you are missing some information
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;but isn't there a different between like eh a key chain with THE COMPANY logo on it and then something that you can actually use in the car context?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah true
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;you don't buy the t-shirt or the key chain unless you have some kind of emotional relationship
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;true there you go, now your are getting in to this
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;and pigs
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah (laughs) yes
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;the solution! (laughs)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;Pigs with THE COMPANY logos
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;So one of the things we also look into in this project is to try to (.) we're looking to the full portfolio and maybe give some recommendations on where to cut away some accessories. There are so many accessories as it is today. Just within lifestyle products there are four different vases, there are (..)
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;we just saw they had a pop-up store, they have like a complete store only with [merchandise]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;[just full of merchandise]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;hundreds!
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;it was like really crazy. Just what what we saw just four, just three or four different memory sticks
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;one of them was like 400
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;in leather [one in glass]
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;[usb, micro usb] (laughs) micro usb with cover
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;yeah yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Paul;okay yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;and that was just within lifestyle products so (. ) they have a lot (.. ) do we have the number?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;(..) of the actual amount?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;how many all in all?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;no (..) but there were at least fifteen different eh shirts, sweatshirts and t-shirts
dtrs-11;21-brainstorm-on-concepts-and-products-1;Abby;yeah (.) hopefully that count as one t-shirt (laughs) one sweatshirt, one
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"so try to eh think ""how can we elevate ""progress together"" "" for example. This is stuff that seam important to them. Can we make something to elevate or to support them in their ""progress together thinking""? And the same goes for ""conscious commitment"". How can we support them, thinking about what- or exposing triple bottom line for example, sustainability eh social commitment eh how can they showcase this? eh the same with of course ""evolving status symbols"". How can they differentiate themselves from their parents and their other peers which normally buys you know diamonds, gold and Rolex? What can we do to make them look different? (..) eh Health for example, how can we promote (Abby whispers to Kenny meanwhile) health? Can we done in a very practical way or in a more- kind of a emotional way?"
dtrs-11;21-brainstorm-on-concepts-and-products-1;Kenny;yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;ehm yeah
dtrs-11;21-brainstorm-on-concepts-and-products-1;Steven;yeah?
dtrs-11;21-brainstorm-on-concepts-and-products-1;Ewan;"for example when we we've done a lot of work with ""healthy right"" for example. That was kind of the definitely connected to ""health as the enabler"" eh but from a more practical point of view. But we tried to have philosophical input there. We counted statistics over time and stuff like that to-"
